"LOB","Claim_Number","Claimant_Sequence","Party_Update","Coverage_Code_Detail","Claim_Type","ref_claim_number"
CA,1958711,1,"1st Party",Coll,APD,"1958711-1"
CA,1958711,2,"3rd Party",Prop Damage,AL,"1958711-2"
CA,1959068,1,"3rd Party",Prop Damage,AL,"1959068-1"
CA,1959068,2,"3rd Party",Prop Damage,AL,"1959068-2"
CA,1959068,3,"3rd Party",Prop Damage,AL,"1959068-3"
CA,1959068,4,"3rd Party",Prop Damage,AL,"1959068-4"
CA,1959174,1,"1st Party",Coll,APD,"1959174-1"
CA,1959174,2,"3rd Party",Prop Damage,AL,"1959174-2"
CA,1959174,3,"3rd Party",Prop Damage,AL,"1959174-3"
CA,1959632,1,"1st Party",Prop Damage,APD,"1959632-1"
CA,1959632,2,"3rd Party",Prop Damage,AL,"1959632-2"
CA,1959660,1,"1st Party",Comp ,APD,"1959660-1"
CA,1959681,1,"3rd Party",Prop Damage,AL,"1959681-1"
CA,1960303,1,"1st Party",Comp ,APD,"1960303-1"
CA,1960341,1,"3rd Party",Prop Damage,AL,"1960341-1"
CA,1960737,1,"1st Party",Coll,APD,"1960737-1"
CA,1960737,2,"1st Party",Med Pay,APD,"1960737-2"
CA,1960737,3,"3rd Party",Med Pay,AL,"1960737-3"
CA,1960737,4,"3rd Party",Med Pay,AL,"1960737-4"
CA,1960737,5,"3rd Party",Prop Damage,AL,"1960737-5"
CA,1960737,6,"1st Party",Uninsured/underinsured motorist,APD,"1960737-6"
CA,1960750,1,"1st Party",Prop Damage,APD,"1960750-1"
CA,1960750,2,"3rd Party",Prop Damage,AL,"1960750-2"
CA,1960770,1,"1st Party",Prop Damage,APD,"1960770-1"
CA,1960770,2,"3rd Party",Prop Damage,AL,"1960770-2"
CA,1961561,1,"3rd Party",Prop Damage,AL,"1961561-1"
CA,1961645,1,"1st Party",Coll,APD,"1961645-1"
CA,1961645,2,"3rd Party",Prop Damage,AL,"1961645-2"
CA,1962101,1,"1st Party",Coll,APD,"1962101-1"
CA,1962101,2,"3rd Party",Coll,AL,"1962101-2"
CA,1962226,1,"1st Party",Prop Damage,APD,"1962226-1"
CA,1962226,2,"3rd Party",Prop Damage,AL,"1962226-2"
CA,1962654,1,"1st Party",Coll,APD,"1962654-1"
CA,1962654,2,"3rd Party",Prop Damage,AL,"1962654-2"
CA,1962834,1,"1st Party",Coll,APD,"1962834-1"
CA,1963000,1,"1st Party",Prop Damage,APD,"1963000-1"
CA,1963000,2,"3rd Party",Prop Damage,AL,"1963000-2"
CA,1963285,1,"1st Party",Prop Damage,APD,"1963285-1"
CA,1963285,2,"3rd Party",Prop Damage,AL,"1963285-2"
CA,1963513,1,"3rd Party",Prop Damage,AL,"1963513-1"
CA,1963513,2,"1st Party",Coll,APD,"1963513-2"
CA,1963729,1,"1st Party",Coll,APD,"1963729-1"
CA,1963745,1,"1st Party",Coll,APD,"1963745-1"
CA,1963745,2,"3rd Party",Prop Damage,AL,"1963745-2"
CA,1963787,1,"3rd Party",Prop Damage,AL,"1963787-1"
CA,1963988,1,"1st Party",Prop Damage,APD,"1963988-1"
CA,1963988,2,"3rd Party",Prop Damage,AL,"1963988-2"
CA,1963988,3,"3rd Party",Prop Damage,AL,"1963988-3"
CA,1964352,1,"1st Party",Coll,APD,"1964352-1"
CA,1964352,2,"3rd Party",Prop Damage,AL,"1964352-2"
CA,1964447,1,"1st Party",Coll,APD,"1964447-1"
CA,1964447,2,"3rd Party",Prop Damage,AL,"1964447-2"
CA,1964471,1,"1st Party",Coll,APD,"1964471-1"
CA,1964471,2,"3rd Party",Coll,AL,"1964471-2"
CA,1965282,1,"1st Party",Coll,APD,"1965282-1"
CA,1965282,2,"3rd Party",Prop Damage,AL,"1965282-2"
CA,1965328,1,"1st Party",Comp ,APD,"1965328-1"
CA,1965396,1,"3rd Party",Prop Damage,AL,"1965396-1"
CA,1965451,1,"1st Party",Comp ,APD,"1965451-1"
CA,1965457,1,"3rd Party",Prop Damage,AL,"1965457-1"
CA,1965851,1,"1st Party",Prop Damage,APD,"1965851-1"
CA,1965851,2,"3rd Party",Prop Damage,AL,"1965851-2"
CA,1965851,3,"3rd Party",Prop Damage,AL,"1965851-3"
CA,1965851,4,"3rd Party",Prop Damage,AL,"1965851-4"
CA,1965851,5,"3rd Party",Prop Damage,AL,"1965851-5"
CA,1965851,6,"3rd Party",Prop Damage,AL,"1965851-6"
CA,1965851,7,"3rd Party",Prop Damage,AL,"1965851-7"
CA,1966035,1,"3rd Party",Prop Damage,AL,"1966035-1"
CA,1966726,1,"1st Party",Coll,APD,"1966726-1"
CA,1966726,2,"3rd Party",Prop Damage,AL,"1966726-2"
CA,1967978,1,"1st Party",Coll,APD,"1967978-1"
CA,1968069,1,"1st Party",Prop Damage,APD,"1968069-1"
CA,1968069,2,"3rd Party",Prop Damage,AL,"1968069-2"
CA,1968132,1,"1st Party",Prop Damage,APD,"1968132-1"
CA,1968132,2,"1st Party",PIP,APD,"1968132-2"
CA,1968136,1,"1st Party",Coll,APD,"1968136-1"
CA,1968136,2,"3rd Party",Prop Damage,AL,"1968136-2"
CA,1968174,1,"3rd Party",Prop Damage,AL,"1968174-1"
CA,1968318,1,"1st Party",Coll,APD,"1968318-1"
CA,1968318,2,"3rd Party",Prop Damage,AL,"1968318-2"
CA,1968318,3,"3rd Party",Prop Damage,AL,"1968318-3"
CA,1968721,1,"1st Party",Coll,APD,"1968721-1"
CA,1968721,2,"3rd Party",Prop Damage,AL,"1968721-2"
CA,1968987,1,"1st Party",Comp ,APD,"1968987-1"
CA,1969680,1,"3rd Party",Med Pay,AL,"1969680-1"
CA,1969910,1,"1st Party",Coll,APD,"1969910-1"
CA,1969910,2,"3rd Party",Prop Damage,AL,"1969910-2"
CA,1970782,1,"1st Party",Coll,APD,"1970782-1"
CA,1970782,2,"3rd Party",Prop Damage,AL,"1970782-2"
CA,1970782,3,"3rd Party",Prop Damage,AL,"1970782-3"
CA,1970782,4,"3rd Party",Prop Damage,AL,"1970782-4"
CA,1970782,5,"3rd Party",Prop Damage,AL,"1970782-5"
CA,1970782,6,"3rd Party",Prop Damage,AL,"1970782-6"
CA,1970801,1,"1st Party",Coll,APD,"1970801-1"
CA,1971235,1,"1st Party",Comp ,APD,"1971235-1"
CA,1971235,2,"1st Party",Comp ,APD,"1971235-2"
CA,1971256,1,"1st Party",Comp ,APD,"1971256-1"
CA,1971315,1,"1st Party",Comp ,APD,"1971315-1"
CA,1971967,1,"1st Party",Comp ,APD,"1971967-1"
CA,1972072,1,"3rd Party",Prop Damage,AL,"1972072-1"
CA,1972072,2,"1st Party",Coll,APD,"1972072-2"
CA,1972394,1,"1st Party",Prop Damage,APD,"1972394-1"
CA,1972394,2,"3rd Party",Prop Damage,AL,"1972394-2"
CA,1972394,3,"3rd Party",Prop Damage,AL,"1972394-3"
CA,1972423,1,"1st Party",Coll,APD,"1972423-1"
CA,1972606,1,"1st Party",Prop Damage,APD,"1972606-1"
CA,1972606,2,"3rd Party",Prop Damage,AL,"1972606-2"
CA,1972735,1,"3rd Party",Coll,AL,"1972735-1"
CA,1972735,2,"1st Party",Coll,APD,"1972735-2"
CA,1972735,3,"3rd Party",Coll,AL,"1972735-3"
CA,1972735,4,"3rd Party",Coll,AL,"1972735-4"
CA,2006683,1,"1st Party",Comp ,APD,"2006683-1"
CA,2006686,1,"1st Party",Comp ,APD,"2006686-1"
CA,2006694,1,"1st Party",Comp ,APD,"2006694-1"
CA,2006725,1,"3rd Party",Prop Damage,AL,"2006725-1"
CA,2007007,1,"1st Party",Prop Damage,APD,"2007007-1"
CA,2007007,2,"3rd Party",Prop Damage,AL,"2007007-2"
CA,2007277,1,"3rd Party",Prop Damage,AL,"2007277-1"
CA,2007277,2,"3rd Party",Prop Damage,AL,"2007277-2"
CA,2008256,1,"3rd Party",Prop Damage,AL,"2008256-1"
CA,2008311,1,"1st Party",Coll,APD,"2008311-1"
CA,2008311,2,"3rd Party",Prop Damage,AL,"2008311-2"
CA,2008484,1,"3rd Party",Prop Damage,AL,"2008484-1"
CA,2008497,1,"1st Party",Prop Damage,APD,"2008497-1"
CA,2008497,2,"3rd Party",Prop Damage,AL,"2008497-2"
CA,2008533,1,"3rd Party",Prop Damage,AL,"2008533-1"
CA,2008860,1,"1st Party",Coll,APD,"2008860-1"
CA,2008860,2,"3rd Party",Prop Damage,AL,"2008860-2"
CA,2008869,1,"1st Party",Coll,APD,"2008869-1"
CA,2008869,2,"3rd Party",Prop Damage,AL,"2008869-2"
CA,2009514,1,"3rd Party",Prop Damage,AL,"2009514-1"
CA,2009575,1,"3rd Party",Prop Damage,AL,"2009575-1"
CA,2009575,2,"3rd Party",Prop Damage,AL,"2009575-2"
CA,2009754,1,"1st Party",Prop Damage,APD,"2009754-1"
CA,2009754,2,"3rd Party",Prop Damage,AL,"2009754-2"
CA,2009838,1,"1st Party",Coll,APD,"2009838-1"
CA,2009838,2,"3rd Party",Prop Damage,AL,"2009838-2"
CA,2009860,1,"1st Party",Prop Damage,APD,"2009860-1"
CA,2009860,2,"3rd Party",Prop Damage,AL,"2009860-2"
CA,2010562,1,"1st Party",Coll,APD,"2010562-1"
CA,2010586,1,"1st Party",Coll,APD,"2010586-1"
CA,2010586,2,"3rd Party",Prop Damage,AL,"2010586-2"
CA,2010586,3,"3rd Party",Prop Damage,AL,"2010586-3"
CA,2010602,1,"3rd Party",Prop Damage,AL,"2010602-1"
CA,2011567,1,"1st Party",Coll,APD,"2011567-1"
CA,2011688,1,"1st Party",Coll,APD,"2011688-1"
CA,2011688,2,"3rd Party",Coll,AL,"2011688-2"
CA,2011845,1,"3rd Party",Prop Damage,AL,"2011845-1"
CA,2011845,2,"1st Party",Coll,APD,"2011845-2"
CA,2011868,1,"3rd Party",Prop Damage,AL,"2011868-1"
CA,2012074,1,"1st Party",Prop Damage,APD,"2012074-1"
CA,2012074,2,"3rd Party",Prop Damage,AL,"2012074-2"
CA,2012274,1,"3rd Party",Prop Damage,AL,"2012274-1"
CA,2012394,1,"1st party",Coll,APD,"2012394-1"
CA,2012394,2,"3rd Party",Prop Damage,AL,"2012394-2"
CA,2012394,3,"3rd Party",Prop Damage,AL,"2012394-3"
CA,2012394,4,"3rd Party",Prop Damage,AL,"2012394-4"
CA,2012394,5,"3rd Party",PIP,AL,"2012394-5"
CA,2012394,6,"3rd Party",Prop Damage,AL,"2012394-6"
CA,2012394,7,"3rd Party",PIP,AL,"2012394-7"
CA,2012394,8,"3rd Party",Prop Damage,AL,"2012394-8"
CA,2012394,9,"3rd Party",Additional Personal Injury Protection,AL,"2012394-9"
CA,2012411,1,"1st Party",Prop Damage,APD,"2012411-1"
CA,2012411,2,"3rd Party",Prop Damage,AL,"2012411-2"
CA,2012483,1,"1st Party",Coll,APD,"2012483-1"
CA,2012483,2,"3rd Party",Prop Damage,AL,"2012483-2"
CA,2012483,3,"3rd Party",Prop Damage,AL,"2012483-3"
CA,2012552,1,"1st Party",Coll,APD,"2012552-1"
CA,2012552,2,"3rd Party",Prop Damage,AL,"2012552-2"
CA,2012552,3,"3rd Party",Prop Damage,AL,"2012552-3"
CA,2012552,4,"3rd Party",Prop Damage,AL,"2012552-4"
CA,2012718,1,"1st Party",Coll,APD,"2012718-1"
CA,2012718,2,"3rd Party",Coll,AL,"2012718-2"
CA,2012718,3,"3rd Party",Coll,AL,"2012718-3"
CA,2012816,1,"1st Party",Coll,APD,"2012816-1"
CA,2013499,1,"1st Party",Comp ,APD,"2013499-1"
CA,2013567,1,"1st Party",Coll,APD,"2013567-1"
CA,2013567,2,"3rd Party",Prop Damage,AL,"2013567-2"
CA,2013567,3,"3rd Party",Prop Damage,AL,"2013567-3"
CA,2013850,1,"1st Party",Comp ,APD,"2013850-1"
CA,2013850,2,"1st Party",Liability PD,APD,"2013850-2"
CA,2014528,1,"1st Party",Coll,APD,"2014528-1"
CA,2014528,2,"3rd Party",Prop Damage,AL,"2014528-2"
CA,2014528,3,"3rd Party",Coll,AL,"2014528-3"
CA,2014940,1,"3rd Party",Prop Damage,AL,"2014940-1"
CA,2015448,1,"1st Party",Comp ,APD,"2015448-1"
CA,2015785,1,"1st Party",Prop Damage,APD,"2015785-1"
CA,2015785,2,"3rd Party",Prop Damage,AL,"2015785-2"
CA,2015800,1,"1st Party",Coll,APD,"2015800-1"
CA,2015800,2,"3rd Party",Prop Damage,AL,"2015800-2"
CA,2015884,1,"1st Party",Coll,APD,"2015884-1"
CA,2015884,2,"3rd Party",Prop Damage,AL,"2015884-2"
CA,2015884,3,"3rd Party",Prop Damage,AL,"2015884-3"
CA,2016105,1,"1st Party",Coll,APD,"2016105-1"
CA,2016105,2,"3rd Party",Prop Damage,AL,"2016105-2"
CA,2016245,1,"1st Party",Coll,APD,"2016245-1"
CA,2016245,2,"3rd Party",Prop Damage,AL,"2016245-2"
CA,2016245,3,"3rd Party",Prop Damage,AL,"2016245-3"
CA,2016245,4,"3rd Party",Prop Damage,AL,"2016245-4"
CA,2016263,1,"1st Party",Coll,APD,"2016263-1"
CA,2016263,2,"3rd Party",Prop Damage,AL,"2016263-2"
CA,2016365,1,"3rd Party",Prop Damage,AL,"2016365-1"
CA,2016365,2,"3rd Party",Prop Damage,AL,"2016365-2"
CA,2016473,1,"1st Party",Coll,APD,"2016473-1"
CA,2016473,2,"3rd Party",Prop Damage,AL,"2016473-2"
CA,2016473,3,"3rd Party",Prop Damage,AL,"2016473-3"
CA,2016473,4,"3rd Party",Prop Damage,AL,"2016473-4"
CA,2016531,1,"1st Party",Coll,APD,"2016531-1"
CA,2016566,1,"1st Party",Coll,APD,"2016566-1"
CA,2016566,2,"3rd Party",Prop Damage,AL,"2016566-2"
CA,2016597,1,"3rd Party",Prop Damage,AL,"2016597-1"
CA,2016678,1,"1st Party",Coll,APD,"2016678-1"
CA,2016678,2,"3rd Party",Prop Damage,AL,"2016678-2"
CA,2016764,1,"3rd Party",Prop Damage,AL,"2016764-1"
CA,2016870,1,"3rd Party",Prop Damage,AL,"2016870-1"
CA,2016870,2,"1st Party",Prop Damage,APD,"2016870-2"
CA,2016870,3,"3rd Party",Prop Damage,AL,"2016870-3"
CA,2017009,1,"1st Party",Coll,APD,"2017009-1"
CA,2017009,2,"3rd Party",Prop Damage,AL,"2017009-2"
CA,2017154,1,"1st Party",Coll,APD,"2017154-1"
CA,2017154,2,"3rd Party",Prop Damage,AL,"2017154-2"
CA,2017534,1,"3rd Party",Prop Damage,AL,"2017534-1"
CA,2018806,1,"1st Party",PIP,APD,"2018806-1"
CA,2019459,1,"1st Party",Coll,APD,"2019459-1"
CA,2019459,2,"3rd Party",Prop Damage,AL,"2019459-2"
CA,2019459,3,"3rd Party",Prop Damage,AL,"2019459-3"
CA,2019459,4,"3rd Party",Prop Damage,AL,"2019459-4"
CA,2019640,1,"1st Party",Coll,APD,"2019640-1"
CA,2019640,2,"3rd Party",Prop Damage,AL,"2019640-2"
CA,2019865,1,"1st Party",Coll,APD,"2019865-1"
CA,2019865,2,"3rd Party",Prop Damage,AL,"2019865-2"
CA,2019985,1,"1st Party",Coll,APD,"2019985-1"
CA,2019985,2,"3rd Party",Prop Damage,AL,"2019985-2"
CA,2020091,1,"1st Party",Coll,APD,"2020091-1"
CA,2020091,2,"3rd Party",Prop Damage,AL,"2020091-2"
CA,2020123,1,"1st Party",Coll,APD,"2020123-1"
CA,2020123,2,"3rd Party",Coll,AL,"2020123-2"
CA,2020125,1,"3rd Party",Coll,AL,"2020125-1"
CA,2020434,1,"1st Party",Coll,APD,"2020434-1"
CA,2020434,2,"3rd Party",Prop Damage,AL,"2020434-2"
CA,2020460,1,"1st Party",Coll,APD,"2020460-1"
CA,2020460,2,"3rd Party",Prop Damage,AL,"2020460-2"
CA,2020579,1,"1st Party",Coll,APD,"2020579-1"
CA,2020579,2,"3rd Party",Coll,AL,"2020579-2"
CA,2021227,1,"1st Party",Coll,APD,"2021227-1"
CA,2021227,2,"3rd Party",Prop Damage,AL,"2021227-2"
CA,2021458,1,"1st Party",Coll,APD,"2021458-1"
CA,2021458,2,"3rd Party",Coll,AL,"2021458-2"
CA,2021458,3,"3rd Party",Coll,AL,"2021458-3"
CA,2021596,1,"3rd Party",Prop Damage,AL,"2021596-1"
CA,2021596,2,"3rd Party",Prop Damage,AL,"2021596-2"
CA,2021848,1,"1st Party",Prop Damage,APD,"2021848-1"
CA,2021848,2,"3rd Party",Prop Damage,AL,"2021848-2"
CA,2021848,3,"3rd Party",Prop Damage,AL,"2021848-3"
CA,2021862,1,"1st Party",Coll,APD,"2021862-1"
CA,2021862,2,"3rd Party",Prop Damage,AL,"2021862-2"
CA,2022256,1,"3rd Party",Prop Damage,AL,"2022256-1"
CA,2022544,1,"1st Party",Coll,APD,"2022544-1"
CA,2022544,2,"3rd Party",Coll,AL,"2022544-2"
CA,2022544,3,"3rd Party",Prop Damage,AL,"2022544-3"
CA,2022621,1,"1st Party",Comp ,APD,"2022621-1"
CA,2022635,1,"1st Party",Coll,APD,"2022635-1"
CA,2022635,2,"3rd Party",Prop Damage,AL,"2022635-2"
CA,2022635,3,"3rd Party",Prop Damage,AL,"2022635-3"
CA,2022784,1,"3rd Party",Prop Damage,AL,"2022784-1"
CA,2023360,1,"1st Party",Coll,APD,"2023360-1"
CA,2023360,2,"3rd Party",Prop Damage,AL,"2023360-2"
CA,2023381,1,"3rd Party",Prop Damage,AL,"2023381-1"
CA,2023381,2,"3rd Party",Prop Damage,AL,"2023381-2"
CA,2024047,1,"1st Party",Coll,APD,"2024047-1"
CA,2024047,2,"3rd Party",Prop Damage,AL,"2024047-2"
CA,2024169,1,"1st Party",Prop Damage,APD,"2024169-1"
CA,2024169,2,"3rd Party",Prop Damage,AL,"2024169-2"
CA,2024169,3,"3rd Party",Prop Damage,AL,"2024169-3"
CA,2024169,4,"3rd Party",Prop Damage,AL,"2024169-4"
CA,2024169,5,"3rd Party",Prop Damage,AL,"2024169-5"
CA,2024673,1,"1st Party",Coll,APD,"2024673-1"
CA,2024673,2,"3rd Party",Prop Damage,AL,"2024673-2"
CA,2024673,3,"3rd Party",Prop Damage,AL,"2024673-3"
CA,2024673,4,"3rd Party",Prop Damage,AL,"2024673-4"
CA,2024788,1,"1st Party",Coll,APD,"2024788-1"
CA,2024788,2,"3rd Party",Prop Damage,AL,"2024788-2"
CA,2025045,1,"1st Party",Coll,APD,"2025045-1"
CA,2025045,2,"3rd Party",Prop Damage,AL,"2025045-2"
CA,2025045,3,"3rd Party",Prop Damage,AL,"2025045-3"
CA,2025070,1,"1st Party",Prop Damage,APD,"2025070-1"
CA,2025123,1,"1st Party",Comp ,APD,"2025123-1"
CA,2025151,1,"3rd Party",Prop Damage,AL,"2025151-1"
CA,2025151,2,"3rd Party",Prop Damage,AL,"2025151-2"
CA,2025151,3,"1st Party",Coll,APD,"2025151-3"
CA,2025151,4,"3rd Party",Prop Damage,AL,"2025151-4"
CA,2025601,1,"3rd Party",Prop Damage,AL,"2025601-1"
CA,2025601,2,"1st Party",Coll,APD,"2025601-2"
CA,2025633,1,"1st Party",Coll,APD,"2025633-1"
CA,2025633,2,"3rd Party",Coll,AL,"2025633-2"
CA,2025986,1,"1st Party",Coll,APD,"2025986-1"
CA,2026542,1,"3rd Party",Prop Damage,AL,"2026542-1"
CA,2026542,2,"1st Party",UM Bodily Injury,APD,"2026542-2"
CA,2026542,3,"3rd Party",Prop Damage,AL,"2026542-3"
CA,2026542,4,"1st Party",Prop Damage,APD,"2026542-4"
CA,2026542,5,"1st Party",UM Bodily Injury,APD,"2026542-5"
CA,2026603,1,"1st Party",Comp ,APD,"2026603-1"
CA,2026681,1,"1st Party",Coll,APD,"2026681-1"
CA,2026681,2,"3rd Party",Prop Damage,AL,"2026681-2"
CA,2027127,1,"1st Party",Prop Damage,APD,"2027127-1"
CA,2027142,1,"3rd Party",Prop Damage,AL,"2027142-1"
CA,2027436,1,"3rd Party",Prop Damage,AL,"2027436-1"
CA,2027508,1,"3rd Party",Prop Damage,AL,"2027508-1"
CA,2027508,2,"1st Party",Prop Damage,APD,"2027508-2"
CA,2027508,3,"3rd Party",Prop Damage,AL,"2027508-3"
CA,2027599,1,"1st Party",Prop Damage,APD,"2027599-1"
CA,2027599,2,"3rd Party",Prop Damage,AL,"2027599-2"
CA,2027599,3,"3rd Party",Prop Damage,AL,"2027599-3"
CA,2027599,4,"3rd Party",Prop Damage,AL,"2027599-4"
CA,2027602,1,"3rd Party",Prop Damage,AL,"2027602-1"
CA,2027865,1,"3rd Party",Prop Damage,AL,"2027865-1"
CA,2028266,1,"1st Party",Comp ,APD,"2028266-1"
CA,2028699,1,"1st Party",Coll,APD,"2028699-1"
CA,2028699,2,"3rd Party",Prop Damage,AL,"2028699-2"
CA,2028699,3,"3rd Party",Prop Damage,AL,"2028699-3"
CA,2028912,1,"1st Party",Prop Damage,APD,"2028912-1"
CA,2028912,2,"3rd Party",Prop Damage,AL,"2028912-2"
CA,2028995,1,"3rd Party",Prop Damage,AL,"2028995-1"
CA,2029193,1,"1st Party",Coll,APD,"2029193-1"
CA,2029312,1,"1st Party",Coll,APD,"2029312-1"
CA,2029312,2,"3rd Party",Prop Damage,AL,"2029312-2"
CA,2029312,3,"3rd Party",Prop Damage,AL,"2029312-3"
CA,2029410,1,"1st Party",Coll,APD,"2029410-1"
CA,2029410,2,"3rd Party",Coll,AL,"2029410-2"
CA,2029410,3,"3rd Party",Coll,AL,"2029410-3"
CA,2029410,4,"1st Party",Uninsured motorist,APD,"2029410-4"
CA,2029612,1,"1st Party",Comp ,APD,"2029612-1"
CA,2029859,1,"1st Party",Prop Damage,APD,"2029859-1"
CA,2029859,2,"3rd Party",Coll,AL,"2029859-2"
CA,2029988,1,"3rd Party",Prop Damage,AL,"2029988-1"
CA,2029988,2,"3rd Party",Prop Damage,AL,"2029988-2"
CA,2030015,1,"1st Party",Coll,APD,"2030015-1"
CA,2030015,2,"3rd Party",Prop Damage,AL,"2030015-2"
CA,2030015,3,"3rd Party",Prop Damage,AL,"2030015-3"
CA,2030015,4,"3rd Party",Prop Damage,AL,"2030015-4"
CA,2030015,5,"3rd Party",Prop Damage,AL,"2030015-5"
CA,2030294,1,"3rd Party",Prop Damage,AL,"2030294-1"
CA,2030294,2,"3rd Party",Prop Damage,AL,"2030294-2"
CA,2030294,3,"1st Party",Coll,APD,"2030294-3"
CA,2030294,4,"3rd Party",Prop Damage,AL,"2030294-4"
CA,2030624,1,"1st Party",Coll,APD,"2030624-1"
CA,2030624,2,"3rd Party",Prop Damage,AL,"2030624-2"
CA,2030771,1,"1st Party",Coll,APD,"2030771-1"
CA,2030771,2,"3rd Party",Prop Damage,AL,"2030771-2"
CA,2030807,1,"1st Party",Prop Damage,APD,"2030807-1"
CA,2030807,2,"3rd Party",Prop Damage,AL,"2030807-2"
CA,2030807,3,"3rd Party",Prop Damage,AL,"2030807-3"
CA,2031059,1,"3rd Party",Prop Damage,AL,"2031059-1"
CA,2031568,1,"1st Party",Coll,APD,"2031568-1"
CA,2031568,2,"3rd Party",Prop Damage,AL,"2031568-2"
CA,2031607,1,"1st Party",Coll,APD,"2031607-1"
CA,2031607,2,"1st Party",Coll,APD,"2031607-2"
CA,2031636,1,"1st Party",Prop Damage,APD,"2031636-1"
CA,2031636,2,"3rd Party",Prop Damage,AL,"2031636-2"
CA,2031685,1,"1st Party",Coll,APD,"2031685-1"
CA,2031905,1,"1st Party",Prop Damage,APD,"2031905-1"
CA,2031905,2,"3rd Party",Prop Damage,AL,"2031905-2"
CA,2032030,1,"1st Party",Coll,APD,"2032030-1"
CA,2032030,2,"3rd Party",Prop Damage,AL,"2032030-2"
CA,2032323,1,"1st Party",Coll,APD,"2032323-1"
CA,2032323,2,"3rd Party",Coll,AL,"2032323-2"
CA,2032453,1,"1st Party",Prop Damage,APD,"2032453-1"
CA,2032453,2,"3rd Party",Prop Damage,AL,"2032453-2"
CA,2033038,1,"1st Party",Prop Damage,APD,"2033038-1"
CA,2033038,2,"3rd Party",Prop Damage,AL,"2033038-2"
CA,2033144,1,"3rd Party",Prop Damage,AL,"2033144-1"
CA,2033725,1,"1st Party",Coll,APD,"2033725-1"
CA,2033725,2,"3rd Party",Prop Damage,AL,"2033725-2"
CA,2033803,1,"1st Party",Comp ,APD,"2033803-1"
CA,2033948,1,"1st Party",Coll,APD,"2033948-1"
CA,2034458,1,"1st Party",Coll,APD,"2034458-1"
CA,2034458,2,"3rd Party",Coll,AL,"2034458-2"
CA,2034461,1,"1st Party",Prop Damage,APD,"2034461-1"
CA,2034461,2,"3rd Party",Prop Damage,AL,"2034461-2"
CA,2034661,1,"1st Party",Comp ,APD,"2034661-1"
CA,2034668,1,"1st Party",Comp ,APD,"2034668-1"
CA,2035343,1,"1st Party",Coll,APD,"2035343-1"
CA,2035785,1,"1st Party",Coll,APD,"2035785-1"
CA,2035785,2,"3rd Party",Prop Damage,AL,"2035785-2"
CA,2035785,3,"3rd Party",Prop Damage,AL,"2035785-3"
CA,2035785,4,"3rd Party",PIP,AL,"2035785-4"
CA,2035922,1,"1st Party",Coll,APD,"2035922-1"
CA,2035922,2,"3rd Party",Prop Damage,AL,"2035922-2"
CA,2036213,1,"3rd Party",Prop Damage,AL,"2036213-1"
CA,2036494,1,"1st Party",Coll,APD,"2036494-1"
CA,2036494,2,"3rd Party",Coll,AL,"2036494-2"
CA,2036741,1,"1st Party",Coll,APD,"2036741-1"
CA,2036741,2,"3rd Party",Coll,AL,"2036741-2"
CA,2036741,3,"3rd Party",PIP,AL,"2036741-3"
CA,2036851,1,"1st Party",Comp ,APD,"2036851-1"
CA,2036851,2,"3rd Party",Prop Damage,AL,"2036851-2"
CA,2037019,1,"1st Party",Prop Damage,APD,"2037019-1"
CA,2037019,2,"3rd Party",Prop Damage,AL,"2037019-2"
CA,2037130,1,"1st Party",Comp ,APD,"2037130-1"
CA,2037213,1,"1st Party",Prop Damage,APD,"2037213-1"
CA,2037213,2,"3rd Party",Prop Damage,AL,"2037213-2"
CA,2037635,1,"1st Party",Prop Damage,APD,"2037635-1"
CA,2037635,2,"3rd Party",Prop Damage,AL,"2037635-2"
CA,2037679,1,"3rd Party",Prop Damage,AL,"2037679-1"
CA,2037801,1,"3rd Party",Prop Damage,AL,"2037801-1"
CA,2038026,1,"1st Party",Coll,APD,"2038026-1"
CA,2038026,2,"3rd Party",Prop Damage,AL,"2038026-2"
CA,2038069,1,"1st Party",Coll,APD,"2038069-1"
CA,2038069,2,"3rd Party",Prop Damage,AL,"2038069-2"
CA,2038069,3,"3rd Party",Uninsured motorist,AL,"2038069-3"
CA,2038069,4,"3rd Party",PIP,AL,"2038069-4"
CA,2038069,5,"3rd Party",Prop Damage,AL,"2038069-5"
CA,2038172,1,"1st party",Coll,APD,"2038172-1"
CA,2038175,1,"1st Party",Coll,APD,"2038175-1"
CA,2038175,2,"3rd Party",Prop Damage,AL,"2038175-2"
CA,2038477,1,"1st Party",Coll,APD,"2038477-1"
CA,2038477,2,"3rd Party",Prop Damage,AL,"2038477-2"
CA,2038477,3,"3rd Party",Prop Damage,AL,"2038477-3"
CA,2038477,4,"3rd Party",Prop Damage,AL,"2038477-4"
CA,2038998,1,"1st Party",Coll,APD,"2038998-1"
CA,2038998,2,"3rd Party",Prop Damage,AL,"2038998-2"
CA,2039076,1,"1st Party",Coll,APD,"2039076-1"
CA,2039076,2,"3rd Party",Prop Damage,AL,"2039076-2"
CA,2039076,3,"1st Party",Med Pay,APD,"2039076-3"
CA,2039152,1,"1st Party",Prop Damage,APD,"2039152-1"
CA,2039152,2,"3rd Party",Prop Damage,AL,"2039152-2"
CA,2040946,1,"1st Party",Coll,APD,"2040946-1"
CA,2040946,2,"3rd Party",Prop Damage,AL,"2040946-2"
